name,price,descrption_link,img_link,jumia_express,old_price,decrease_percentage,n_stars,n_votes,main_category
Generic Kangourou -Porte-Bébé de 0 à 2 ans - Baby Carriers - rouge,4 460 FCFA,https://www.jumia.sn/kangourou-porte-bebe-de-0-a-2-ans-baby-carriers-rouge-generic-mpg33873.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/19/10529/1.jpg?1603,False,4 800 FCFA,7%,4.2 out of 5,(17),Produits pour bébés
Generic Tire-lait Manuel Puissant Extracteur De Lait De Ventouse Biberon Pour L'allaitement Tire La Pompe à Lait De Mamelon,7 400 FCFA,https://www.jumia.sn/generic-tire-lait-manuel-puissant-extracteur-de-lait-de-ventouse-biberon-pour-lallaitement-tire-la-pompe-a-lait-de-mamelon-6077985.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/58/97706/1.jpg?3674,True,10 400 FCFA,29%,4 out of 5,(1),Produits pour bébés
MELOLAC Céréales - 50g,225 FCFA,https://www.jumia.sn/melolac-cereales-50g-9733598.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/53379/1.jpg?8003,True,,,1 out of 5,(1),Produits pour bébés
Generic Tire-Lait Manuel de Haute Qualité - Blanc,7 200 FCFA,https://www.jumia.sn/generic-tire-lait-manuel-de-haute-qualite-blanc-9843666.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/63489/1.jpg?0141,False,19 000 FCFA,62%,3 out of 5,(4),Produits pour bébés
Pampers Pack 1 mois - 72 couches - Pampers Baby Dry Mini - Taille 3,10 075 FCFA,https://www.jumia.sn/pampers-pack-1-mois-72-couches-pampers-baby-dry-mini-taille-3-9294574.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/54929/1.jpg?3802,True,,,4 out of 5,(1),Produits pour bébés
Generic porte bébé kangourou 3 styles -rouge,4 900 FCFA,https://www.jumia.sn/generic-porte-bebe-kangourou-3-styles-rouge-9805392.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/29/35089/1.jpg?3323,False,9 500 FCFA,48%,3.7 out of 5,(3),Produits pour bébés
Generic Ensemble sac à langer & porte bébé kangourou ( 2 en 1),15 575 FCFA,https://www.jumia.sn/ensemble-sac-a-langer-porte-bebe-kangourou-2-en-1-generic-mpg33423.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/94539/1.jpg?7030,False,18 500 FCFA,16%,4.8 out of 5,(6),Produits pour bébés
Generic Trotteur Youpala Pour Bébé - ( multicolores) CA820938,18 900 FCFA,https://www.jumia.sn/generic-trotteur-youpala-pour-bebe-multicolores-ca820938-6106125.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/52/16016/1.jpg?3825,False,50 000 FCFA,62%,4 out of 5,(4),Produits pour bébés
White Lot de 2 Biberon anti-coliques incassable Mer 250ml tétine,4 375 FCFA,https://www.jumia.sn/lot-de-2-biberon-anti-coliques-incassable-mer-250ml-tetine-white-mpg40283.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/87/75379/1.jpg?8237,False,14 000 FCFA,69%,4 out of 5,(5),Produits pour bébés
NIVEA Gel Douche - 3En1 - Corps/Visage/Cheveux - Homme,1 490 FCFA,https://www.jumia.sn/nivea-gel-douche-3en1-corpsvisagecheveux-homme-9840441.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/40489/1.jpg?7723,False,,,,,Produits pour bébés
Generic Lit Appoint Bébé avec Moustiquaire -rose,7 500 FCFA,https://www.jumia.sn/lit-appoint-bebe-avec-moustiquaire-rose-generic-mpg34079.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/13168/1.jpg?2406,False,20 000 FCFA,63%,4.5 out of 5,(6),Produits pour bébés
Generic Sac à Langer 4 en 1 (2 Sacs+Trousse Biberon & Trousse),10 500 FCFA,https://www.jumia.sn/generic-sac-a-langer-4-en-1-2-sacstrousse-biberon-trousse-9797431.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/47979/1.jpg?9912,False,15 000 FCFA,30%,4.7 out of 5,(3),Produits pour bébés
Generic Sacs à langer pour bébé 4 pièces,9 000 FCFA,https://www.jumia.sn/sacs-a-langer-pour-bebe-4-pieces-generic-mpg35313.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/84/46539/1.jpg?3826,False,10 900 FCFA,17%,4 out of 5,(5),Produits pour bébés
Generic Gamme Complet Babymed Lait + Huile de massage + Savon douceur + Parfum + Pommade + Talc + Lingette,3 610 FCFA,https://www.jumia.sn/gamme-complet-babymed-lait-huile-de-massage-savon-douceur-parfum-pommade-talc-lingette-generic-mpg33576.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/38/75706/1.jpg?1487,False,3 890 FCFA,7%,4 out of 5,(23),Produits pour bébés
Pampers Couches Bébé Baby Dry Maxi - Taille 4 ( 9 - 18 kg ) - 32 Couches,5 560 FCFA,https://www.jumia.sn/pampers-couches-bebe-baby-dry-maxi-taille-4-9-18-kg-32-couches-9294578.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/87/54929/1.jpg?1111,True,,,5 out of 5,(2),Produits pour bébés
2 White Biberon d'alimentation avec Cuillère pour nouveau-né -90ML,2 900 FCFA,https://www.jumia.sn/2-white-biberon-dalimentation-avec-cuillere-pour-nouveau-ne-90ml-9797426.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/47979/1.jpg?9912,False,5 500 FCFA,47%,4 out of 5,(1),Produits pour bébés
Babymed Gamme Complet Babymed Lait + Huile de massage + Savon douceur + Parfum + Pommade + Talc + Lingette,3 900 FCFA,https://www.jumia.sn/gamme-complet-babymed-lait-huile-de-massage-savon-douceur-parfum-pommade-talc-lingette-babymed-mpg28257.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/60229/1.jpg?5371,False,4 900 FCFA,20%,4.4 out of 5,(67),Produits pour bébés
Pampers Couches-Culottes Baby-Dry Pants Taille 3 (6-11kg) - 31 Couches,5 480 FCFA,https://www.jumia.sn/pampers-couches-culottes-baby-dry-pants-taille-3-6-11kg-31-couches-9288020.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/02/08829/1.jpg?5082,True,,,4.5 out of 5,(4),Produits pour bébés
Generic Siège canapé en peluche jouets pour bébé - CA820914,14 900 FCFA,https://www.jumia.sn/generic-siege-canape-en-peluche-jouets-pour-bebe-ca820914-6106317.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/36016/1.jpg?2655,True,35 000 FCFA,57%,4.3 out of 5,(7),Produits pour bébés
Generic Bracelet De sécurité Anti Perte Enfant - Bleu - CA820606,1 900 FCFA,https://www.jumia.sn/generic-bracelet-de-securite-anti-perte-enfant-bleu-ca820606-1208180.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/18021/1.jpg?2536,False,2 500 FCFA,24%,3.5 out of 5,(2),Produits pour bébés
Blédina Petit Pot Carrotte 130g,880 FCFA,https://www.jumia.sn/bledina-petit-pot-carrotte-130g-9752848.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/84/82579/1.jpg?4740,True,,,,,Produits pour bébés
Chicco Sac à Langer 4 Pièces (2 Sacs+Trousse Biberon+Trousse accessoire),13 500 FCFA,https://www.jumia.sn/chicco-sac-a-langer-4-pieces-2-sacstrousse-biberontrousse-accessoire-9988304.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/40/38899/1.jpg?2378,False,,,,,Produits pour bébés
2 White Lots de 2 Biberons à presser en Silicone avec Cuillère -90ML,3 500 FCFA,https://www.jumia.sn/2-white-lots-de-2-biberons-a-presser-en-silicone-avec-cuillere-90ml-9797425.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/52/47979/1.jpg?9912,False,5 500 FCFA,36%,4 out of 5,(2),Produits pour bébés
Chicco Sac à Langer 4 Pièces (2 Sacs+Trousse Biberon+Trousse accessoire,11 500 FCFA,https://www.jumia.sn/sac-a-langer-4-pieces-2-sacstrousse-biberontrousse-accessoire-chicco-mpg42997.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/15906/1.jpg?9463,False,23 000 FCFA,50%,3.7 out of 5,(6),Produits pour bébés
Generic KANGOUROU PORTE -BEBE -BABY CARRIERS - BLEU,4 900 FCFA,https://www.jumia.sn/kangourou-porte-bebe-baby-carriers-bleu-generic-mpg28835.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/30099/1.jpg?0979,False,7 500 FCFA,35%,4.2 out of 5,(13),Produits pour bébés
Generic Gant de toilette ( Gant en loofah ) - CA820514,2 990 FCFA,https://www.jumia.sn/generic-gant-de-toilette-gant-en-loofah-ca820514-104709.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/7401/1.jpg?0984,True,5 000 FCFA,40%,3.5 out of 5,(20),Produits pour bébés
White Label POUR BEBE SAC A LANGER 3 EN 1,11 875 FCFA,https://www.jumia.sn/pour-bebe-sac-a-langer-3-en-1-white-label-mpg38523.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/32/60529/1.jpg?5008,False,12 500 FCFA,5%,2.5 out of 5,(2),Produits pour bébés
Generic Gel douche éclaircissant bonne qualité-500ml,2 500 FCFA,https://www.jumia.sn/generic-gel-douche-eclaircissant-bonne-qualite-500ml-9806357.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/36089/1.jpg?0122,False,4 500 FCFA,44%,,,Produits pour bébés
Evoluderm 25 Lingettes Démaquillantes Eau Micellaire - Peaux Sensibles,1 500 FCFA,https://www.jumia.sn/evoluderm-25-lingettes-demaquillantes-eau-micellaire-peaux-sensibles-9908163.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/36/18099/1.jpg?3930,True,3 000 FCFA,50%,,,Produits pour bébés
Happy Baby Matelas + Moustiquaire Assorti Bébé - Rose,11 990 FCFA,https://www.jumia.sn/happy-baby-matelas-moustiquaire-assorti-bebe-rose-8919185.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/58/19198/1.jpg?4516,False,20 000 FCFA,40%,3.8 out of 5,(8),Produits pour bébés
Generic Pack de 3 barboteuse bébé blanc,5 900 FCFA,https://www.jumia.sn/pack-de-3-barboteuse-bebe-blanc-generic-mpg34846.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/95229/1.jpg?9003,False,10 000 FCFA,41%,3 out of 5,(2),Produits pour bébés
Generic Poche Arrière Pour Siège D'auto-noir,3 418 FCFA,https://www.jumia.sn/generic-poche-arriere-pour-siege-dauto-noir-9819060.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/09189/1.jpg?6200,True,6 702 FCFA,49%,,,Produits pour bébés
"Generic 4 PIECES SAC à LANGER (2 Sacs,Trousse Biberon & accessoire)",11 500 FCFA,https://www.jumia.sn/4-pieces-sac-a-langer-2-sacstrousse-biberon-accessoire-generic-mpg32308.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/67/30346/1.jpg?9645,False,25 000 FCFA,54%,4.5 out of 5,(4),Produits pour bébés
White Label Tire-Lait électrique - Rose,11 000 FCFA,https://www.jumia.sn/white-label-tire-lait-electrique-rose-9790471.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/40979/1.jpg?4574,False,,,3.6 out of 5,(11),Produits pour bébés
Céréales 3 Fruits - 50g,230 FCFA,https://www.jumia.sn/carrefour-cereales-3-fruits-50g-6072261.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/22706/1.jpg?6337,False,,,4 out of 5,(3),Produits pour bébés
Generic Porte-bébé multifonctionnel confortable et respirant 3 en 1,9 000 FCFA,https://www.jumia.sn/generic-porte-bebe-multifonctionnel-confortable-et-respirant-3-en-1-9797465.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/47979/1.jpg?3318,False,17 500 FCFA,49%,4.8 out of 5,(4),Produits pour bébés
Generic Lotion Activatrice et Réparateur de Boucles Pour Greffage frise naturel il maintient et revitaliser aussi nos cheveux bouclés.355ml,2 500 FCFA,https://www.jumia.sn/lotion-activatrice-et-reparateur-de-boucles-pour-greffage-frise-naturel-il-maintient-et-revitaliser-aussi-nos-cheveux-boucles.355ml-generic-mpg28956.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/82/04406/1.jpg?3469,False,5 000 FCFA,50%,4.1 out of 5,(9),Produits pour bébés
Game Design House Happy game fence - CA820916,27 000 FCFA,https://www.jumia.sn/game-design-house-happy-game-fence-ca820916-6036722.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/76306/1.jpg?7371,False,55 000 FCFA - 65 000 FCFA,58%,,,Produits pour bébés
Generic Roue Abdominale+punsh up + corde,7 500 FCFA,https://www.jumia.sn/roue-abdominalepunsh-up-corde-generic-mpg35198.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/39/29279/1.jpg?9151,False,12 000 FCFA,38%,4.8 out of 5,(6),Articles de sport
Generic Ensemble de sport genouillère chevillère bandage élastique manchon,1 900 FCFA,https://www.jumia.sn/ensemble-de-sport-genouillere-chevillere-bandage-elastique-manchon-generic-mpg28666.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/64/78745/1.jpg?6685,False,5 000 FCFA,62%,3.4 out of 5,(35),Articles de sport
Generic Bandes élastiques de résistance,5 700 FCFA,https://www.jumia.sn/bandes-elastiques-de-resistance-generic-mpg32591.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/53/61979/1.jpg?2204,False,15 000 FCFA,62%,3.5 out of 5,(19),Articles de sport
White Label Bandes de Résistance - Exercices physiques - Ultra,5 000 FCFA,https://www.jumia.sn/bandes-de-resistance-exercices-physiques-ultra-white-label-mpg38295.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/50/66979/1.jpg?5462,False,8 000 FCFA,38%,3.8 out of 5,(20),Articles de sport
Newfeel Chaussures marche sportive homme PW 100 gris by decathlon,9 095 FCFA,https://www.jumia.sn/newfeel-chaussures-marche-sportive-homme-pw-100-gris-by-decathlon-6077277.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/77/27706/1.jpg?9685,False,,,4.2 out of 5,(26),Articles de sport
"Generic Sac Ceinture à Une épaule Imperméable Pour Hommes, Sac Ceinture Réfléchissant Anti-collision--Bleu",7 980 FCFA,https://www.jumia.sn/generic-sac-ceinture-a-une-epaule-impermeable-pour-hommes-sac-ceinture-reflechissant-anti-collision-bleu-9426690.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/09/66249/1.jpg?0829,True,18 990 FCFA,58%,,,Articles de sport
Generic SWEAT SHAPER DÉBARDEUR PREMIUM POUR PERTE DE POIDS POUR FEMMES,2 100 FCFA,https://www.jumia.sn/generic-sweat-shaper-debardeur-premium-pour-perte-de-poids-pour-femmes-9846980.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/96489/1.jpg?7029,False,12 500 FCFA,83%,3 out of 5,(1),Articles de sport
Ems Hips Trainer EMS - Appareil Abdominal - Smart Fitness Sport - Stimulateur de Muscles - 3 pcs - Noir,4 200 FCFA,https://www.jumia.sn/ems-appareil-abdominal-smart-fitness-sport-stimulateur-de-muscles-3-pcs-noir-ems-hips-trainer-mpg22969.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/28/89549/1.jpg?2027,False,10 000 FCFA,58%,3.3 out of 5,(6),Articles de sport
Kipsta Chaussure de football adulte terrains secs Agility 100 FG adulte noire by decathlon,13 910 FCFA,https://www.jumia.sn/kipsta-chaussure-de-football-adulte-terrains-secs-agility-100-fg-adulte-noire-by-decathlon-6044498.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/44406/1.jpg?6772,False,,,4.4 out of 5,(25),Articles de sport
Generic Appareil Electrique Massage Muscle - Noir,4 200 FCFA,https://www.jumia.sn/appareil-electrique-massage-muscle-noir-generic-mpg28343.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/54134/1.jpg?6602,False,,,2 out of 5,(1),Articles de sport
Tapis de Yoga - 172 x 60 x 07 cm - ( multicolores) - CA820830,7 900 FCFA,https://www.jumia.sn/tapis-de-yoga-172-x-60-x-07-cm-bleu-generic-mpg26928.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/63/58803/1.jpg?1961,False,17 000 FCFA,54%,3.8 out of 5,(30),Articles de sport
TARMAK Ballon de basket adulte R100 taille 7 orange pour enfant et adulte. by decathlon,5 350 FCFA,https://www.jumia.sn/tarmak-ballon-de-basket-adulte-r100-taille-7-orange-pour-enfant-et-adulte.-by-decathlon-6093393.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/39/33906/1.jpg?4357,False,,,3.7 out of 5,(27),Articles de sport
Kalenji CHAUSSURES DE RUNNING HOMME KALENJI RUN 100 GRIS by decathlon,11 235 FCFA,https://www.jumia.sn/kalenji-chaussures-de-running-homme-kalenji-run-100-gris-by-decathlon-6092993.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/39/92906/1.jpg?4720,False,,,4 out of 5,(41),Articles de sport
Generic Étui brassard Sport Universel pour Smartphone tout type,2 000 FCFA,https://www.jumia.sn/etui-brassard-sport-universel-pour-smartphone-tout-type-generic-mpg36342.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/16888/1.jpg?6116,False,5 000 FCFA,60%,3.3 out of 5,(23),Articles de sport
"Bandes de Résistance élastique Latex pour Salle de Gym, Exercice, Yoga, Pilâtes, KinésiThérapie, Rééducation CA820828",7 250 FCFA - 8 500 FCFA,https://www.jumia.sn/cac-bandes-de-resistance-elastique-latex-pour-salle-de-gym-exercice-yoga-pilates-kinesitherapie-reeducation-ca820828-3088526.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/58803/1.jpg?3665,False,18 000 FCFA,60%,4 out of 5,(31),Articles de sport
Generic Roue Abdominale+punsh up + corde couleur aléatoire,7 995 FCFA,https://www.jumia.sn/roue-abdominalepunsh-up-corde-generic-mpg23942.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/02/05953/1.jpg?7059,False,15 000 FCFA,47%,3.9 out of 5,(35),Articles de sport
Generic Genouillère Ligamentaire et Ouverte Rotulienne - Néoprène - Noir,3 900 FCFA,https://www.jumia.sn/generic-genouillere-ligamentaire-et-ouverte-rotulienne-neoprene-noir-506486.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/4605/1.jpg?4071,False,8 000 FCFA,51%,4.1 out of 5,(11),Articles de sport
Express Gant de musculation et fitness avec poignet en Microfibre,6 300 FCFA,https://www.jumia.sn/express-gant-de-musculation-et-fitness-avec-poignet-en-microfibre-10007840.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/870001/1.jpg?4030,False,,,,,Articles de sport
Generic Gilet minceur équipement sport perte poids,6 500 FCFA,https://www.jumia.sn/generic-gilet-minceur-equipement-sport-perte-poids-9844367.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/34489/1.jpg?7432,False,10 000 FCFA,35%,,,Articles de sport
Generic Roue Abdominale - jaune,2 500 FCFA,https://www.jumia.sn/roue-abdominale-jaune-generic-mpg26788.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/77606/1.jpg?0013,False,,,3.7 out of 5,(6),Articles de sport
White Label Push UP Stand - Poignées de Pompe avec Mousse,3 500 FCFA,https://www.jumia.sn/push-up-stand-poignees-de-pompe-avec-mousse-white-label-mpg43694.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/98279/1.jpg?3837,False,4 900 FCFA,29%,4 out of 5,(2),Articles de sport
Generic Tenue de sports - Femme - Gris / Orange,9 747 FCFA,https://www.jumia.sn/tenue-de-sports-femme-gris-orange-generic-mpg45663.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/19/81729/1.jpg?6913,False,13 925 FCFA,30%,4 out of 5,(1),Articles de sport
Domyos T-shirt Fitness Manches Longues Slim Coton Col Rond Homme Blanc Glacier,6 420 FCFA,https://www.jumia.sn/domyos-t-shirt-fitness-manches-longues-slim-coton-col-rond-homme-blanc-glacier-10024865.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/842001/1.jpg?4088,False,,,,,Articles de sport
White Label Bandes de Résistance - Exercices physiques - Ultra,6 000 FCFA,https://www.jumia.sn/bandes-de-resistance-exercices-physiques-ultra-white-label-mpg46368.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/84879/1.jpg?7226,False,10 000 FCFA,40%,3.8 out of 5,(9),Articles de sport
White Label Ceinture Musculation électrique - Stimulateur Musculaire - Pour Musculation ou amaigrissement sans effort -,7 875 FCFA,https://www.jumia.sn/white-label-ceinture-musculation-electrique-stimulateur-musculaire-pour-musculation-ou-amaigrissement-sans-effort-9478475.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/57/48749/1.jpg?2102,False,17 500 FCFA,55%,5 out of 5,(1),Articles de sport
Generic Sac Banane En Tissu Oxford - Noir,5 400 FCFA,https://www.jumia.sn/generic-sac-banane-en-tissu-oxford-noir-9424257.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/24249/1.jpg?0331,True,9 452 FCFA,43%,5 out of 5,(1),Articles de sport
Domyos T-shirt Manches Longues Coton Fitness,7 490 FCFA,https://www.jumia.sn/domyos-t-shirt-manches-longues-coton-fitness-10024866.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/842001/1.jpg?4084,False,,,,,Articles de sport
Generic Corde à Sauter - PVC - Noir,1 490 FCFA,https://www.jumia.sn/corde-a-sauter-pvc-noir-generic-mpg33013.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/63/02374/1.jpg?2889,False,3 000 FCFA,50%,4 out of 5,(8),Articles de sport
Generic Correcteur de Posture unisex - Noir,4 900 FCFA,https://www.jumia.sn/correcteur-de-posture-unisex-noir-generic-mpg10952.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/11/2384/1.jpg?8488,False,12 000 FCFA,59%,3.7 out of 5,(41),Articles de sport
Molten Ballon de basket Molten taille 7,25 000 FCFA,https://www.jumia.sn/molten-ballon-de-basket-molten-taille-7-8908301.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/10/38098/1.jpg?8133,False,,,4.2 out of 5,(10),Articles de sport
Kalenji Chaussure De Running Homme Run Cushion Bleu,18 190 FCFA - 19 260 FCFA,https://www.jumia.sn/kalenji-chaussure-de-running-homme-run-cushion-bleu-10024238.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/242001/1.jpg?6999,False,,,,,Articles de sport
Generic Pack de 3 Paires Chaussettes sport Noire- Coton,980 FCFA,https://www.jumia.sn/generic-pack-de-3-paires-chaussettes-sport-noire-coton-5508057.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/08055/1.jpg?4005,False,2 000 FCFA,51%,3.8 out of 5,(6),Articles de sport
Generic Correcteur de Posture - Support lombaire réglable pour dos,4 500 FCFA,https://www.jumia.sn/correcteur-de-posture-support-lombaire-reglable-pour-dos-generic-mpg24403.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/34/90388/1.jpg?6295,False,10 000 FCFA,55%,3.1 out of 5,(7),Articles de sport
Ceinture Abdominale Amincissante - élastique - CA820676,2 900 FCFA - 3 900 FCFA,https://www.jumia.sn/cac-ceinture-abdominale-amincissante-elastique-ca820676-3088524.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/42/58803/1.jpg?3665,False,5 000 FCFA - 15 000 FCFA,74%,3.3 out of 5,(78),Articles de sport
Fashion Gant de Fitness/Musculation en Microfibre gris,3 000 FCFA,https://www.jumia.sn/gant-de-fitnessmusculation-en-microfibre-gris-fashion-mpg30222.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/55/30125/1.jpg?6275,False,10 000 FCFA,70%,3.2 out of 5,(10),Articles de sport
Original Corde à Sauter Ultra Légère - Sport Fitness Exercice - Noir,1 300 FCFA,https://www.jumia.sn/corde-a-sauter-ultra-legere-sport-fitness-exercice-noir-original-mpg22887.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/24/42791/1.jpg?5665,False,,,3.8 out of 5,(53),Articles de sport
White Label Gilet minceur équipement sport perte poids,2 900 FCFA - 3 250 FCFA,https://www.jumia.sn/gilet-minceur-equipement-sport-perte-poids-white-label-mpg40425.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/70229/1.jpg?5392,False,,,4 out of 5,(19),Articles de sport
Ceinture Abdominale Amincissante - élastique,3 000 FCFA - 4 500 FCFA,https://www.jumia.sn/cac-ceinture-abdominale-amincissante-elastique-3088556.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/65/58803/1.jpg?4926,False,5 000 FCFA - 9 000 FCFA,50%,3.5 out of 5,(6),Articles de sport
"Generic 5 X Bandes de Résistance Élastique Latex pour Salle de Gym, Yoga, Pilâtes, Kinésithérapie, Rééducation",4 999 FCFA,https://www.jumia.sn/5-x-bandes-de-resistance-elastique-latex-pour-salle-de-gym-yoga-pilates-kinesitherapie-reeducation-generic-mpg28321.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/53445/1.jpg?5021,False,10 000 FCFA,50%,4.5 out of 5,(2),Articles de sport
White Label Corde à Sauter Ultra Légère - Sport Fitness Exercice - Noir,1 300 FCFA,https://www.jumia.sn/corde-a-sauter-ultra-legere-sport-fitness-exercice-noir-white-label-mpg43637.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/11/49343/1.jpg?6061,False,,,4.8 out of 5,(4),Articles de sport
Ea Fifa 22 - Jeu PS4 - Version Française,24 900 FCFA,https://www.jumia.sn/ea-fifa-22-jeu-ps4-version-francaise-9344380.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/34439/1.jpg?5825,True,60 000 FCFA,59%,4.3 out of 5,(39),Jeux vidéos & Consoles
Rockstar Games Grand Theft Auto V GTA 5 - EDITION PREMIUM - Jeu PS4,14 900 FCFA,https://www.jumia.sn/grand-theft-auto-v-gta-5-edition-premium-jeu-ps4-rockstar-games-mpg37461.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/73/901/1.jpg?1756,True,45 000 FCFA,67%,4.3 out of 5,(65),Jeux vidéos & Consoles
Generic 5 Paires De Couvre-doigts De Jeu Anti-transpiration Pour Pouce,1 750 FCFA,https://www.jumia.sn/generic-5-paires-de-couvre-doigts-de-jeu-anti-transpiration-pour-pouce-9842619.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/91/62489/1.jpg?8497,True,3 431 FCFA,49%,5 out of 5,(1),Jeux vidéos & Consoles
